0,9,y
-405.43005,-0.0429753,0
-334.35962,-11.204491,0
-341.58063,-11.25727,0
-350.3485,-14.2719145,0
-396.4196,-15.939982,0
-429.58594,3.2679615,0
-378.90952,-0.3588897,0
-368.8292,-10.791898,0
-402.92664,-13.759328,0
-329.75204,-8.23209,0
-410.93533,-14.259604,0
-351.8646,-3.7651448,0
-318.65903,-12.048715,0
-346.11115,-8.873999,0
-359.4674,-7.180428,0
-382.0288,-9.981034,0
-353.71494,-10.753586,0
-363.03165,-8.001145,0
-342.0125,-6.3254304,0
-338.19873,-8.142664,0
-355.38168,-4.3456044,0
-347.54776,-1.6147068,0
-319.70184,-4.665527,0
-504.16168,7.1881094,0
-540.5457,10.265232,0
-520.01416,7.5987763,0
-504.16168,7.1881094,0
-368.6204,-7.673419,0
-395.21503,-0.05915046,0
-371.4513,-4.715353,0
-346.42233,-6.4324055,0
-339.00482,-8.778683,0
-342.7507,-9.495779,0
-341.95425,-7.79841,0
-314.49475,-11.040429,0
-335.5698,-7.9465957,0
-347.4899,-6.4505434,0
-380.62384,0.9250055,0
-333.91348,-14.562582,0
-382.3575,0.62101644,0
-299.52875,-3.560928,0
-319.48193,-6.3174477,0
-378.16733,-12.97026,0
-367.73358,-9.854763,0
-336.11337,-8.624179,0
-367.9571,-10.141028,0
-324.11133,-7.591142,0
-322.69635,-6.9090414,0
-569.7718,-3.1676846,0
-587.94507,-2.0901773,0
-364.51434,-10.902352,0
-371.685,3.7017415,0
-364.1997,-16.210968,0
-362.09085,-11.794825,0
-351.82587,-8.992841,0
-370.00034,-0.61964726,0
-622.7638,8.082766,0
-339.94843,-3.6293473,0
-318.27176,-19.125996,0
-341.59778,-6.43522,0
-270.1443,-7.903264,0
-368.0712,2.7822204,0
-368.3848,-7.9909687,0
-322.69397,-10.422633,0
-359.47452,-3.6614037,0
-354.69543,-6.9906206,0
-340.68735,-9.978907,0
-326.13263,-5.34374,0
-384.00095,-6.50483,0
-372.80283,-2.517592,0
-313.86557,-0.92339456,0
-321.02573,-2.3215747,0
-265.15564,-5.583143,0
-340.45245,-3.5206456,0
-331.253,-2.3135874,0
-310.76947,-8.323945,0
-396.97372,-8.270721,1
-383.1981,-7.57163,1
-386.35306,-10.663921,1
-381.2673,-8.792206,1
-381.62857,-9.665997,1
-375.52155,-7.8758483,1
-397.9315,-7.602991,1
-369.14328,-7.9534163,1
-364.02307,-7.874658,1
-340.0467,-10.72341,1
-334.10458,-11.818072,1
-363.04605,-6.748421,1
-346.0943,-9.2559,1
-296.61066,3.1155982,1
-352.1826,-5.2986917,1
-384.34036,0.883181,1
-307.86746,-1.3146008,1
-376.09933,-3.3811362,1
-310.9314,6.122033,1
-333.5663,4.0178328,1
-320.95984,-3.5234556,1
-346.04922,-3.110814,1
-359.35767,-7.259807,1
-377.2119,-1.7816372,1
-341.48132,2.2003279,1
-358.94852,-9.981563,1
-378.55743,0.71063685,1
-370.09335,-8.055511,1
-405.87582,-13.261685,1
-364.45932,-9.618884,1
-375.64343,-7.212564,1
-372.8473,-11.368049,1
-322.69556,-14.364303,1
-327.9398,-13.154913,1
-328.21265,-16.0191,1
-344.13232,-8.115298,1
-352.56293,-9.98889,1
-328.5477,-11.685068,1
-322.39642,-9.772782,1
-343.62134,-8.625467,1
-347.13028,-8.412257,1
-354.8713,-7.1809587,1
-331.26804,-10.208312,1
-408.88687,-9.928489,1
-362.3278,-5.7854137,1
-383.2976,-5.8066716,1
-383.544,-5.7582483,1
-365.82977,-7.495647,1
-361.01242,-8.790632,1
-340.9696,-7.954249,1
-358.80618,-6.904587,1
-394.40927,0.47781706,1
-414.658,0.4698905,1
-411.87918,1.7723504,1
-357.28925,-3.019874,1
-395.65002,-0.3001506,1
-417.48343,-9.786645,2
-400.8195,-11.763419,2
-398.85803,-12.089679,2
-407.6549,-9.413487,2
-422.41183,-9.623898,2
-348.68564,-16.782408,2
-348.44836,-10.364998,2
-342.5472,-7.6458993,2
-356.65955,-4.079458,2
-335.1182,-4.5903344,2
-374.07935,-6.0302157,2
-353.19342,-8.08337,2
-443.74756,-9.031222,2
-363.60516,-12.745388,2
-407.44815,-8.307102,2
-343.42972,-1.0540847,2
-401.5324,-13.817807,2
-367.49313,-8.048855,2
-348.0151,4.158331,2
-339.2073,2.1643875,2
-356.03906,0.21896797,2
-334.6895,3.8684704,2
-325.91193,-2.995659,2
-416.44925,-12.889751,2
-336.68558,3.607094,2
-330.16776,-2.2035618,2
-314.01395,1.1009012,2
-338.31085,1.006556,2
-342.2557,3.491311,2
