,max_pitch,avg_pitch,var_pitch,max_lpc,avg_lpc,var_lpc,harmonic,harmonic_var,percussive,percussive_var,chromaAvg,chromaVar,chroma_stft_mean,chroma_stft_var,chroma_cqt_mean,chroma_cqt_varMfccs,Mfccs_var,mfcc_delta_mean,mfcc_delta_var,Contrast,Contrast_var,Rolloff,Rolloff_var,Zrate,Zrate_var,Cent,Cent_var,tonnetz_mean,tonnetz_var,poly_features_mean,poly_features_var,spec_bw_mean,spec_bw_var,rmse_mean,rmse_var,melspec_mean,melspec_var,chroma_hashcode,mfcc hashcodemel hashcode,y
0,3994.31396484375,31.14156723022461,65138.0859375,1.0,0.0048407018184661865,1.1185083389282227,-1.4166035100515728e-07,0.0005685366340912879,1.434763987617771e-07,0.0004476659814827144,0.2220291793346405,0.03403638303279877,0.35999685525894165,0.11732103675603867,0.36207735538482666,0.10493135452270508,-25.136260986328125,15971.5087890625,0.004853866063058376,4.009296417236328,24.144990916689995,156.90499656123663,4822.8900456832625,5830782.685486006,0.0679000595868644,0.002878517588812947,2295.5673738065097,1591324.6955955487,0.0016240513395566728,0.007336421935242991,1.1136353231633618e-07,2.1205754703440476e-13,2373.8205818602323,393440.286962568,0.019383229315280914,0.00092262402176857,1.057745045720883e+19,1.2658778187689382e+19,1.4929659477907524e+19,0
1,3998.876708984375,40.465126037597656,85837.125,1.0,0.00692710280418396,0.8417012095451355,-1.0780758685768888e-07,0.00048741241334937513,3.3264107912600593e-08,0.000711573229636997,0.24202600121498108,0.024756746366620064,0.4040500819683075,0.09998844563961029,0.47003108263015747,0.09764919430017471,-24.146133422851562,16216.5068359375,-0.002193675609305501,5.112972736358643,23.290413595292776,166.6144106389679,5294.451162748248,6095266.517988927,0.09437518253504673,0.0033261298883407956,2594.610588268507,1553383.5844306531,0.007405957150428387,0.00619057874149782,1.3062711439808009e-07,3.0815930861319006e-13,2402.311472213205,480859.08461626427,0.021353717893362045,0.0010733146918937564,1.6559107107936504e+19,1.028436413150089e+19,1.4857883358946611e+19,0
2,3996.522216796875,33.55459213256836,66570.734375,1.0,0.007160790264606476,0.716306209564209,-2.0588441884683562e-07,0.00044719927245751023,-2.9671329571101523e-07,0.0006916976999491453,0.238123819231987,0.026630382984876633,0.3531302213668823,0.0965634286403656,0.43584415316581726,0.09108074009418488,-23.60482406616211,15979.20703125,0.043029725551605225,4.126533508300781,23.689268262739507,156.73273010840884,5155.691046463816,6105342.375535385,0.08732952987938597,0.0025058346148379663,2398.2744850808367,1424395.0271907938,-0.0060475772593145865,0.009901769682807487,1.1446898395079748e-07,2.7628280200264643e-13,2420.7535059275187,467452.24805754004,0.0196534413844347,0.0009731872123666108,1.6179928393659963e+19,1.4905057366364e+19,1.4355442824691007e+19,0
3,3996.052734375,38.65545654296875,82077.0703125,1.0,0.006361663341522217,0.8669294714927673,7.191400896999767e-08,0.0002728445688262582,-5.1307758042185014e-08,0.00041146689909510314,0.24132809042930603,0.025094086304306984,0.36870312690734863,0.0976029485464096,0.44107893109321594,0.08474762737751007,-24.71320915222168,17129.255859375,-0.002914264565333724,4.060638427734375,22.970755618199888,167.16471775577102,5445.6609375,5733547.017110595,0.0942265625,0.0026833666381835945,2598.8503924972847,1351122.172928607,0.007309119019544778,0.005645921599932585,7.236057338851987e-08,1.170939975520495e-13,2487.8109557304056,433921.2070765663,0.014349776320159435,0.0006436696858145297,1.2018108928189764e+19,1.4176037180906035e+19,1.4714328930393987e+19,0
4,3999.0244140625,44.98555374145508,96091.015625,1.0,0.004305005073547363,1.2666913270950317,6.302173227723529e-10,0.0006333839846774936,5.803770974921463e-08,0.0005432592588476837,0.24171824753284454,0.0249056126922369,0.36377856135368347,0.09547866135835648,0.4581491947174072,0.08512290567159653,-23.823097229003906,15574.642578125,-0.006310363300144672,3.579850435256958,23.271702091146757,169.68576690269032,5402.226448059082,5837775.866808917,0.09560012817382812,0.0023467118007829413,2575.533090075953,1117231.5724588041,0.004412160408074008,0.008410510360534373,1.1758726798043509e-07,2.7448181277928563e-13,2467.6249501004695,475716.18975235464,0.018672823905944824,0.0010272260988131166,1.734938213805548e+19,1.4523092520121078e+19,1.4929660573257906e+19,0
5,3998.923828125,37.919578552246094,77818.3125,1.0,0.004966487642377615,0.9527885317802429,2.6332211078283763e-08,0.000702273624483496,1.353639955681274e-08,0.0011452619219198823,0.23969954252243042,0.025877462700009346,0.34862568974494934,0.09651408344507217,0.4688306152820587,0.09588765352964401,-23.267305374145508,16105.8427734375,0.0048152306117117405,4.7412214279174805,23.69945999060625,161.57628864450092,5123.8353832347975,6401959.30119672,0.08342131193693694,0.0022168253915726523,2416.2118308649065,1183092.018069786,-0.003600043029080206,0.005186018673639886,1.8923720186536216e-07,7.91361318182438e-13,2415.51225393476,510571.9506125571,0.02468278259038925,0.0016053328290581703,1.6190095574344751e+19,1.459881251868345e+19,1.485788335894975e+19,0
6,3995.0966796875,39.67192840576172,83407.578125,1.0,0.00516153359785676,0.8849214911460876,1.4234485945507913e-07,0.0012379252584651113,6.303166344423516e-08,0.0007293171365745366,0.23939308524131775,0.026024295017123222,0.3434029817581177,0.10918273031711578,0.4097840487957001,0.09376712888479233,-23.25922966003418,15006.1572265625,-0.009781649336218834,4.4223737716674805,23.7408911801427,170.12655822221515,4976.594832136824,6257071.632051921,0.08754310951576577,0.0027392206423449625,2350.0145870225356,1182078.871137367,0.0012249265597465602,0.008482564711481498,2.1275390443495213e-07,5.481283363549696e-13,2359.349325878521,508285.762275844,0.027092231437563896,0.0017553496873006225,1.3895168374971556e+19,1.1225262367072131e+19,1.1053691001363458e+19,0
7,3997.834716796875,48.70471954345703,107731.4453125,1.0,0.0059575834311544895,0.6090395450592041,3.4277373828217605e-08,0.00021312289754860103,-5.665077296157506e-08,0.00035581408883444965,0.23779608309268951,0.02678634598851204,0.4801817238330841,0.08867690712213516,0.43431827425956726,0.0904029980301857,-24.754270553588867,17418.23828125,0.010018126107752323,4.011487007141113,22.661838501646386,177.1887871523394,5444.88171728972,6599624.941218149,0.10572886244158879,0.004620348483633813,2599.3409502306918,1387284.3516632514,0.014103097437845656,0.004587077805698597,6.109114568239373e-08,8.506896796473967e-14,2518.374085343412,462941.2562751994,0.014115841127932072,0.0005176350241526961,1.6399238366473916e+19,1.1219078992665844e+19,1.1269022644183734e+19,0
8,3999.168701171875,75.62189483642578,176889.78125,1.0,0.0046793073415756226,0.8218722343444824,7.403039603559591e-08,0.00022403325419873,9.264681466447655e-09,0.0005902624106965959,0.2501879632472992,0.020739316940307617,0.5104982256889343,0.08270854502916336,0.4690890312194824,0.08488550037145615,-25.222198486328125,16693.720703125,-0.02127416990697384,2.8255841732025146,22.919046216112502,179.51767649750468,5398.861885070801,6464479.586622876,0.12638473510742188,0.004954627816914581,2693.1539600037404,1423030.308043839,0.01761466899659589,0.0045716602179839945,8.32178638341702e-08,2.241875037217807e-13,2448.7931815455786,484078.12277161994,0.015111155807971954,0.0007490929565392435,1.2866475595266628e+19,1.7908407453883585e+19,1.435544285891747e+19,0
9,3996.466796875,50.261844635009766,109235.125,1.0,0.0067907371558249,0.7037449479103088,8.03457638198779e-08,0.0003857364063151181,4.738912195989542e-08,0.00043685213313438,0.23939894139766693,0.026021486148238182,0.4630753695964813,0.09018589556217194,0.48207440972328186,0.09752645343542099,-25.289409637451172,17667.591796875,-0.012275195680558681,4.169810771942139,22.927548820066015,171.1700461994011,5654.354697779605,7602269.239093789,0.1079444216008772,0.004001712461514412,2728.5196516920587,1475037.631950474,0.006961283317312082,0.005560378490104248,8.867684369790474e-08,1.4738081158541074e-13,2563.3786445658757,555873.9449541607,0.016999535262584686,0.0007552265306003392,1.3008803994811197e+19,9.869962828879909e+18,1.485788335898005e+19,0
